ShipmentID,OrderID,ShippedDate,EstimatedDelivery,Carrier,TrackingNumber
12656,133155,2022-04-24,2022-04-27,FedEx,bVU477851347
114,118303,2023-08-20,2023-08-25,FedEx,vMe915652927
1814,367992,2023-04-27,2023-04-28,DHL,loF535396722
26177,435388,2023-11-16,2023-11-18,DHL,wZD888468700
42037,879504,2023-11-16,2023-11-18,UPS,mnW392789736
53121,604074,2023-04-05,2023-04-16,USPS,lfm956208662
10409,735016,2022-09-05,2022-09-08,Royal Mail,gDW387310611
76109,410093,2023-10-28,2023-10-30,Royal Mail,hBe861623615
54888,431291,2023-05-15,2023-05-25,UPS,eYB042451719
55776,943272,2023-10-02,2023-10-08,Royal Mail,xJT358593671
8565,558714,2023-05-04,2023-05-12,DHL,rbz713928875
47925,976880,2023-10-11,2023-10-18,FedEx,uzU138118651
3108,131292,2023-05-21,2023-05-26,FedEx,aSz992187084
62550,681048,2023-07-26,2023-08-05,Royal Mail,QLO321269235
50491,963938,2023-08-19,2023-08-22,FedEx,NAD353134758
16897,972212,2023-06-16,2023-06-24,UPS,FRA615868032
15541,751708,2022-10-04,2022-10-15,USPS,oSM100291220
39248,12604,2022-08-22,2022-08-30,USPS,NPQ839735835
73352,244852,2023-05-28,2023-06-08,USPS,JJM371350376
31280,703830,2023-10-17,2023-10-29,USPS,ZGa184285432
23746,709398,2023-05-02,2023-05-05,Royal Mail,oXL973464435
65506,14560,2022-05-02,2022-05-06,USPS,Bns403593687
93608,305935,2023-05-28,2023-06-06,DHL,jnm563311072
85060,792719,2023-06-26,2023-07-10,Royal Mail,InX427696017
60460,475769,2022-10-17,2022-10-29,Royal Mail,PKM905150421
12785,509946,2023-05-31,2023-06-04,USPS,mIN552359857
55887,436086,2023-09-05,2023-09-13,Royal Mail,Fkn459419129
98360,205300,2023-09-11,2023-09-14,FedEx,jap656353035
3220,439803,2023-11-15,2023-11-26,DHL,yty342600570
86536,425549,2023-11-01,2023-11-12,FedEx,fJO879501458
58675,410852,2023-03-13,2023-03-26,USPS,fqO701181298
99437,236091,2023-09-12,2023-09-17,FedEx,eBN386680754
39703,897518,2022-12-03,2022-12-17,Royal Mail,XiE196085562
34785,708136,2023-05-15,2023-05-25,Royal Mail,pxD096436295
23329,128820,2023-11-10,2023-11-11,USPS,yLL392266610
68762,349790,2023-05-18,2023-05-30,FedEx,Aox179072720
76936,465094,2023-04-24,2023-05-02,Royal Mail,fen105809195
2910,215061,2023-05-26,2023-06-04,Royal Mail,qqo682541136
74609,180286,2023-11-07,2023-11-17,USPS,WhU728180116
32563,980129,2023-06-20,2023-06-24,DHL,Mbc485701775
33443,811165,2023-08-11,2023-08-25,DHL,lNJ173902668
60780,241870,2023-07-24,2023-08-01,USPS,MpC333700148
61828,711067,2023-09-24,2023-10-05,FedEx,Shy051419002
40230,694416,2023-07-13,2023-07-26,UPS,ODm359831069
24524,113533,2023-10-20,2023-11-01,DHL,lAo705992117
62838,84886,2023-04-11,2023-04-21,DHL,qco645931062
50497,454459,2023-08-30,2023-09-02,Royal Mail,mzu521597843
88313,506855,2023-03-01,2023-03-08,DHL,ALb893286112
65343,929447,2023-08-12,2023-08-15,USPS,pQi751340574
25045,206287,2023-05-20,2023-05-30,UPS,dAY821209352
54183,254014,2023-10-15,2023-10-17,FedEx,Svy499776299
37043,762532,2022-04-21,2022-04-26,DHL,xQm735076536
55294,258727,2023-06-27,2023-07-03,UPS,BZO587036976
54288,429688,2023-11-01,2023-11-07,UPS,KEb609489652
13692,865743,2023-04-24,2023-04-29,Royal Mail,Qtm084733327
34637,939384,2023-10-20,2023-10-21,FedEx,Wni660839500
95317,31118,2023-08-29,2023-09-02,USPS,zag578152160
12682,664677,2023-07-03,2023-07-11,FedEx,WXr759720178
61710,997196,2022-07-23,2022-08-05,FedEx,YGp075444166
76185,354960,2023-05-19,2023-05-22,FedEx,kuj030025012
15025,456295,2023-04-27,2023-05-10,Royal Mail,BMq230149183
19275,63364,2023-01-01,2023-01-14,DHL,lEG957953761
59697,427725,2022-01-16,2022-01-18,USPS,fQj085279158
17585,194304,2023-07-11,2023-07-23,USPS,dEC362583167
91188,987035,2023-08-02,2023-08-06,UPS,LYh111427401
12025,505250,2022-10-03,2022-10-14,FedEx,tta955392638
11649,773048,2023-03-12,2023-03-24,DHL,XgJ754148472
85771,311720,2023-09-29,2023-10-09,UPS,pIU755187799
55293,350768,2023-11-07,2023-11-09,DHL,iDl353652857
89375,291963,2023-06-03,2023-06-15,DHL,cyX050949208
45545,658342,2022-10-11,2022-10-16,DHL,ubm648721332
38632,343178,2023-06-20,2023-06-21,DHL,LsL958466047
79592,404400,2023-10-08,2023-10-19,Royal Mail,lld069291416
60907,349668,2023-10-05,2023-10-18,USPS,nNt269152301
50607,722034,2023-06-13,2023-06-15,USPS,sla679685974
19189,195421,2023-06-27,2023-07-06,USPS,IUO031223415
88067,727745,2022-05-24,2022-05-25,USPS,qUV743885418
8700,489202,2023-03-31,2023-04-03,USPS,nuW597554591
44163,535414,2023-05-02,2023-05-07,UPS,NQH803332519
11084,859873,2022-02-18,2022-02-19,USPS,saV899905077
82598,345129,2023-08-22,2023-08-31,USPS,Qmv403345671
98119,949715,2023-06-09,2023-06-21,USPS,DvS045097341
21490,545424,2023-11-11,2023-11-14,FedEx,uCA530756500
35520,421820,2023-11-05,2023-11-08,UPS,RBx235711671
48063,112549,2023-08-21,2023-09-04,USPS,kVK601917557
24015,178791,2023-08-30,2023-09-10,FedEx,Gce093113576
27940,617416,2023-10-24,2023-10-26,FedEx,VXX430687531
91873,196142,2023-04-29,2023-05-01,Royal Mail,DFs641746881
16989,8704,2023-08-12,2023-08-13,FedEx,ksC030440671
46854,794245,2023-10-22,2023-10-27,FedEx,thE576117286
91592,742379,2023-09-24,2023-09-26,FedEx,Kgz404390551
66934,434522,2022-10-19,2022-10-20,DHL,qMv612816059
22903,695602,2023-01-15,2023-01-28,UPS,PVi959525096
82194,393122,2023-11-02,2023-11-15,FedEx,xza680220575
84743,616961,2023-10-02,2023-10-16,USPS,VQe817247026
30827,41562,2023-07-15,2023-07-20,UPS,OeI553758641
64743,762033,2023-05-04,2023-05-07,USPS,ucP002773547
22730,480720,2023-08-27,2023-09-03,Royal Mail,aYn976384130
17397,249855,2022-07-28,2022-08-04,DHL,DeX540557713
15426,575912,2022-11-15,2022-11-28,FedEx,LUB105693400
70373,92492,2023-11-15,2023-11-28,Royal Mail,epq290650398
86904,299981,2023-10-21,2023-10-24,FedEx,fNi327801977
85587,28755,2023-09-06,2023-09-16,USPS,oGh256131252
23635,726231,2023-08-19,2023-08-20,USPS,onb445489011
88289,240836,2023-01-19,2023-01-30,Royal Mail,Uyn172443117
25151,673004,2022-11-01,2022-11-11,Royal Mail,QPl051052647
84835,982279,2023-05-02,2023-05-11,FedEx,yuf983335468
78878,389062,2023-03-23,2023-03-29,UPS,NcC219042851
66254,83570,2023-02-07,2023-02-12,UPS,BEU541834677
35515,641521,2022-07-24,2022-08-05,Royal Mail,xMs731283664
14452,783043,2023-09-11,2023-09-21,Royal Mail,Znv722706703
20381,727496,2023-02-07,2023-02-19,FedEx,kDX445822360
73468,25863,2022-06-26,2022-07-05,FedEx,SLx436689561
77509,108802,2022-12-11,2022-12-24,Royal Mail,sya926247580
64136,668833,2023-09-20,2023-10-04,DHL,okW323713155
61908,649506,2022-09-16,2022-09-18,FedEx,uka806097507
20522,19875,2023-06-07,2023-06-17,DHL,LJw826449169
28534,787600,2023-01-02,2023-01-15,DHL,znH406942674
76880,197855,2023-01-03,2023-01-04,FedEx,oXD156045569
70737,921295,2023-02-16,2023-02-27,UPS,YBa951634634
76433,789478,2023-10-29,2023-11-12,FedEx,zyn557260939
53808,961394,2023-08-28,2023-09-06,DHL,GKN186122640
4794,42874,2023-02-22,2023-03-07,Royal Mail,XJh548017896
27579,313904,2023-08-13,2023-08-23,FedEx,NZb717064976
10253,59481,2023-10-01,2023-10-07,UPS,xsG030251780
17232,25863,2021-12-07,2021-12-13,USPS,vwx057516615
14228,254227,2023-11-01,2023-11-15,UPS,mQS657928452
70723,823662,2023-05-31,2023-06-09,FedEx,oBl926818125
95475,814842,2023-10-17,2023-10-26,Royal Mail,Uij833325385
60085,676907,2023-03-04,2023-03-13,DHL,apx300319833
39250,412732,2023-07-29,2023-08-05,FedEx,Gnb296392278
1787,525070,2023-01-17,2023-01-21,USPS,okk714970405
95510,793630,2023-11-11,2023-11-25,Royal Mail,tOU255816587
55367,772252,2023-11-15,2023-11-22,DHL,Aoj211033587
15725,709710,2023-08-13,2023-08-23,Royal Mail,uPM410365990
81428,735764,2023-06-19,2023-06-26,FedEx,cMF317871969
13757,334485,2023-09-29,2023-10-08,FedEx,BQL012854711
78767,473944,2023-06-29,2023-07-02,FedEx,xRy598521340
52833,388886,2023-01-29,2023-02-10,DHL,cGS564234512
13290,8187,2023-08-12,2023-08-14,FedEx,kJR964969716
57058,610425,2023-09-22,2023-10-06,USPS,Seg241168150
82513,38846,2023-10-17,2023-10-28,USPS,una119223215
57425,863986,2023-10-25,2023-11-07,FedEx,ZlS078662596
57781,549887,2022-05-24,2022-06-03,UPS,jBv951013410
80234,188932,2023-06-03,2023-06-16,UPS,RtK210368520
49140,187320,2023-10-21,2023-10-24,Royal Mail,owi018228042
89579,458,2023-06-08,2023-06-18,Royal Mail,ejG473729341
44465,106456,2023-10-26,2023-11-01,DHL,wzS866522700
39456,850270,2023-06-23,2023-06-26,DHL,dOP146379853
95308,157815,2023-05-13,2023-05-16,DHL,pTk275336361
7663,133666,2022-09-23,2022-10-06,DHL,qsk162526707
34947,47206,2023-09-21,2023-10-04,UPS,lWG412959541
76114,453748,2023-05-08,2023-05-13,UPS,DPq568241583
60045,702759,2023-10-30,2023-11-08,UPS,ESo493126722
78581,658087,2023-02-06,2023-02-20,DHL,WPr550147207
45142,256842,2022-08-27,2022-08-28,Royal Mail,hsc913797462
86165,236817,2023-02-15,2023-02-26,DHL,Ejl623885843
21425,949715,2023-03-24,2023-03-31,DHL,nLf459244181
32716,314330,2022-11-23,2022-12-02,DHL,jvT710978196
78168,398385,2023-10-28,2023-11-05,Royal Mail,XpU432819193
69019,172627,2023-07-24,2023-08-04,UPS,ZBQ471522503
83788,368053,2023-01-21,2023-01-30,Royal Mail,Obh856132091
13965,53418,2023-09-28,2023-10-08,Royal Mail,TQl737180940
47831,263487,2022-02-10,2022-02-13,FedEx,aVa415996251
57661,807076,2023-04-20,2023-04-28,USPS,IOG164506232
52597,51037,2023-03-01,2023-03-09,FedEx,fKQ402222303
62174,487903,2023-01-18,2023-01-23,UPS,mlq884207328
75670,851498,2023-01-22,2023-02-01,UPS,FlB335979868
30266,182241,2023-05-15,2023-05-22,DHL,MND675965552
20043,250819,2023-07-31,2023-08-07,UPS,Kld843835711
43718,772721,2023-10-29,2023-11-03,USPS,buZ396732847
99188,461155,2023-09-12,2023-09-17,DHL,sdw318876544
34059,617741,2023-03-25,2023-04-06,FedEx,WWq420464806
42929,164938,2022-10-21,2022-10-26,Royal Mail,pOT721585145
73853,617748,2022-04-02,2022-04-05,USPS,bDZ882079509
1474,689490,2022-04-25,2022-04-27,Royal Mail,OIb008397115
60010,408698,2023-05-17,2023-05-24,DHL,kyS141703240
34078,590570,2023-11-15,2023-11-29,USPS,LiU528273022
3368,570313,2022-11-07,2022-11-18,FedEx,DVC200677806
49724,368924,2023-01-28,2023-02-01,FedEx,qER033172708
66649,876664,2022-10-08,2022-10-18,DHL,xAj003927657
64288,366356,2023-10-02,2023-10-14,DHL,NaO391637817
89926,771168,2023-08-03,2023-08-10,Royal Mail,YwV409004845
63760,691277,2022-06-04,2022-06-17,Royal Mail,VdF922733481
40181,905338,2023-02-18,2023-03-04,DHL,SUH921839307
54028,344191,2022-06-24,2022-07-03,FedEx,fKn869834226
70266,700074,2023-06-01,2023-06-14,Royal Mail,FxV136312869
21130,170517,2022-03-03,2022-03-04,FedEx,zAg448642334
29321,410535,2022-05-12,2022-05-13,Royal Mail,ePL261597037
75268,533759,2023-06-22,2023-06-24,USPS,xlT151693099
12068,633265,2023-11-07,2023-11-09,UPS,PCJ351338267
72899,482795,2023-11-03,2023-11-10,USPS,gFk308512071
9838,272884,2023-10-23,2023-11-05,USPS,KcB802433980
73774,907613,2023-10-03,2023-10-11,USPS,FXF623509944
19021,933449,2022-10-14,2022-10-24,DHL,NMq398863831
3319,181053,2023-09-22,2023-10-05,USPS,mWC749095293
52958,539150,2023-06-01,2023-06-11,USPS,reQ026753923
19331,386695,2022-07-25,2022-07-26,FedEx,RSB439624882
75677,923184,2023-04-25,2023-04-26,Royal Mail,VQa824155143
37187,207143,2023-09-08,2023-09-21,UPS,Yto464265401
58864,251709,2023-10-29,2023-11-01,DHL,eLn434746520
33303,232627,2022-06-18,2022-06-19,USPS,Qzy654520524
14786,477012,2023-08-24,2023-09-04,USPS,jNX901925940
31564,990615,2023-04-09,2023-04-10,Royal Mail,Uvx538162279
90660,998348,2022-11-20,2022-11-21,FedEx,YVJ547355604
61155,393151,2023-04-28,2023-05-07,DHL,aXT770805638
56205,926368,2023-05-03,2023-05-17,USPS,DVd320854154
85229,865179,2023-05-27,2023-06-02,Royal Mail,qZr610302182
36732,474196,2023-08-19,2023-08-30,DHL,PSf510915335
48334,708812,2023-08-19,2023-08-25,DHL,fnv920010606
52589,71821,2023-02-12,2023-02-25,FedEx,RrQ674901333
13857,759823,2023-11-03,2023-11-09,DHL,ghR193469936
74982,535250,2023-11-14,2023-11-15,FedEx,eiA423851465
49743,659641,2023-11-12,2023-11-24,USPS,ipc437369549
53048,937424,2023-10-10,2023-10-18,DHL,OUh560690511
59955,546098,2023-04-19,2023-04-23,FedEx,UDd259610757
46933,570103,2023-09-02,2023-09-08,FedEx,KZy916326362
56867,663520,2022-06-28,2022-07-08,Royal Mail,BLV581339533
27689,678626,2023-07-12,2023-07-22,UPS,vkS691922628
42181,701981,2022-12-09,2022-12-13,UPS,VbQ747329038
69662,257514,2023-09-04,2023-09-17,FedEx,RxB532097840
11203,437029,2022-06-13,2022-06-18,DHL,bHJ715626009
24334,943662,2022-12-28,2022-12-30,DHL,beY507410657
82849,723681,2023-11-16,2023-11-28,FedEx,voj528851607
59035,617208,2023-10-26,2023-11-05,DHL,mLS383018577
27646,886002,2023-11-13,2023-11-18,Royal Mail,AAS529561785
31963,276811,2022-02-15,2022-03-01,USPS,Lwc150667207
6795,8663,2023-09-12,2023-09-23,DHL,DJZ589085048
20727,881208,2023-05-18,2023-05-27,FedEx,rzE058621388
72438,723681,2023-09-28,2023-10-06,UPS,Gnk149813187
61707,827431,2022-06-29,2022-07-05,Royal Mail,gDl636277741
11096,543418,2023-03-13,2023-03-22,Royal Mail,xwq407767693
32137,288100,2023-11-14,2023-11-25,Royal Mail,Dmm786935595
43412,554357,2023-02-20,2023-03-05,Royal Mail,Hxz565099928
16513,244116,2022-10-17,2022-10-24,FedEx,YSk699882085
48246,401745,2023-08-03,2023-08-14,Royal Mail,oEr639852960
33690,862688,2023-10-16,2023-10-17,Royal Mail,kSy224032272
46197,350808,2023-07-02,2023-07-15,USPS,msP587548138
34497,232601,2023-01-24,2023-02-07,Royal Mail,JFa066469822
2463,772721,2023-10-14,2023-10-22,FedEx,cKf186660610
11813,772923,2023-10-09,2023-10-10,USPS,dMs374896993
30857,399421,2023-07-18,2023-07-30,DHL,RKr449908799
27949,39555,2023-10-02,2023-10-04,DHL,PUF671845653
83596,873616,2023-01-27,2023-02-08,UPS,vwY718002921
31324,434764,2023-05-12,2023-05-26,FedEx,TaU238297824
61670,478198,2023-08-16,2023-08-19,FedEx,flY687473732
84094,317032,2022-06-17,2022-06-24,USPS,pCZ649122446
7682,986765,2023-02-03,2023-02-16,Royal Mail,rKi776334180
55225,788716,2023-07-09,2023-07-21,Royal Mail,bAB704291063
90436,516686,2023-01-31,2023-02-08,UPS,UJN763497846
29260,102444,2022-09-20,2022-09-28,USPS,OuA355437922
37488,304966,2022-10-14,2022-10-19,DHL,QnF790798312
97401,57973,2023-11-15,2023-11-28,FedEx,vUp751994726
29878,671782,2023-09-18,2023-09-21,FedEx,MeG836409506
66485,621440,2023-07-10,2023-07-12,DHL,awN979332566
7107,210280,2023-08-25,2023-09-05,Royal Mail,CsJ412783897
62509,789790,2023-11-06,2023-11-14,FedEx,xEJ628606184
27929,418666,2022-08-11,2022-08-13,FedEx,yRb399155116
24483,220774,2023-07-13,2023-07-25,USPS,VEh718854194
97984,636796,2022-10-06,2022-10-07,USPS,OqS401049644
32611,967287,2023-10-12,2023-10-22,FedEx,dlp853222944
80903,482249,2023-09-06,2023-09-18,DHL,COh144559116
5179,976099,2023-11-10,2023-11-12,UPS,zuy816980741
45198,674535,2023-02-17,2023-02-22,USPS,lGX087728298
20614,36330,2022-10-30,2022-11-06,USPS,rDu689014078
3967,207723,2023-03-21,2023-03-31,DHL,bXf896128602
59879,704341,2023-10-04,2023-10-13,DHL,UBi112173920
64401,994353,2023-04-12,2023-04-17,USPS,jpc464741078
72255,143831,2023-04-03,2023-04-17,Royal Mail,YIK473480701
15032,672360,2023-10-31,2023-11-10,Royal Mail,oON162157541
42499,765449,2023-10-06,2023-10-18,FedEx,pBC037878054
76628,544734,2023-07-20,2023-07-21,Royal Mail,Yjl209905683
19264,494397,2023-07-28,2023-08-02,USPS,bUz953317971
14862,890084,2022-05-18,2022-05-23,FedEx,oSu601610934
51024,759450,2023-11-15,2023-11-23,DHL,AfD269352860
7930,361498,2023-01-15,2023-01-25,UPS,oju053898455
1417,496584,2023-04-02,2023-04-16,DHL,qCY313664201
3911,776566,2023-10-15,2023-10-24,DHL,FpR415994210
55449,723308,2023-10-12,2023-10-19,Royal Mail,Ltu728387743
60711,434402,2023-06-19,2023-06-20,DHL,vIC678720572
13205,686086,2023-02-26,2023-03-09,USPS,Ivh418903977
56063,698761,2022-10-07,2022-10-17,FedEx,jOM767746264
87816,146499,2023-10-02,2023-10-06,UPS,vLg280599867
50558,807449,2023-05-01,2023-05-04,Royal Mail,aly171932153
91651,226847,2023-02-21,2023-02-27,UPS,MiF844313987
14354,762451,2023-09-15,2023-09-27,DHL,Gro545733895
68694,641432,2023-02-24,2023-03-06,USPS,byS430128213
88546,608056,2022-07-03,2022-07-13,USPS,frs235181860
88140,425549,2023-09-04,2023-09-13,USPS,pYQ324494614
55975,499309,2023-11-15,2023-11-21,FedEx,iYR618308438
61119,303442,2023-07-28,2023-08-08,Royal Mail,Oyg606419294
54501,140124,2023-04-24,2023-05-06,FedEx,kWA723760279
59497,160952,2023-01-09,2023-01-12,DHL,rKB484603763
10460,228567,2022-01-20,2022-01-25,FedEx,ycg330721003
10025,203112,2023-07-24,2023-08-06,USPS,XbM323381746
64973,756868,2022-01-03,2022-01-13,FedEx,LxW438969511
20945,856898,2023-08-31,2023-09-10,Royal Mail,yco170373768
29530,459356,2023-10-31,2023-11-03,USPS,Mwp621420552
93016,273263,2023-08-23,2023-08-29,Royal Mail,xPQ519304500
80787,373257,2023-11-12,2023-11-18,DHL,OkL090772295
81898,419798,2022-11-20,2022-11-22,DHL,Zle582764561
45031,314007,2023-10-21,2023-10-23,Royal Mail,wBW100290876
48425,507775,2023-08-12,2023-08-16,DHL,TgR066898677
44973,414577,2023-11-03,2023-11-15,Royal Mail,ydj746743187
52779,258780,2022-12-26,2023-01-01,DHL,iBh263976168
65001,836175,2023-10-02,2023-10-03,USPS,bCB806524511
60377,8738,2023-04-06,2023-04-07,USPS,GJk090486838
6359,225046,2022-11-14,2022-11-25,USPS,iRk063403403
36398,487903,2023-03-25,2023-03-30,DHL,Yzy559271874
32614,149198,2023-03-18,2023-03-26,FedEx,vKP105078441
31377,429572,2023-11-10,2023-11-21,UPS,HJL176189406
68106,917759,2022-07-05,2022-07-17,USPS,MGk574098416
30885,702822,2023-08-25,2023-08-31,USPS,QcB229761060
3922,884343,2022-08-17,2022-08-23,Royal Mail,bro309764573
54853,812731,2023-05-13,2023-05-15,FedEx,gps419146210
59822,641164,2023-04-14,2023-04-15,Royal Mail,LKu792102899
85146,106785,2023-10-14,2023-10-19,DHL,fpY289178679
11066,159880,2023-10-03,2023-10-17,FedEx,xxj540101750
63447,123590,2022-08-11,2022-08-17,DHL,Gcb328547750
1659,934815,2023-09-22,2023-09-28,DHL,EBd935495620
82207,672098,2023-02-13,2023-02-26,UPS,anR041254323
96614,433362,2023-08-17,2023-08-23,Royal Mail,zwc128254528
16590,363228,2023-11-11,2023-11-18,USPS,ykv569490658
12626,336244,2023-03-07,2023-03-14,DHL,ibU268709630
73441,578195,2023-10-14,2023-10-28,FedEx,EfZ797469788
66058,741106,2022-11-28,2022-12-09,UPS,YIh032967194
89218,180286,2023-11-06,2023-11-07,USPS,dde801512416
77012,970572,2023-06-10,2023-06-11,FedEx,WHl008793408
70115,108180,2023-09-23,2023-10-01,FedEx,YGM375692453
75318,689902,2022-02-02,2022-02-05,Royal Mail,Nqd543604086
93241,628642,2023-04-11,2023-04-23,Royal Mail,apJ213416947
24363,888009,2023-07-26,2023-08-08,UPS,imi174351555
45321,176144,2023-06-03,2023-06-13,USPS,SyI067102528
30761,944989,2023-10-27,2023-11-09,DHL,myv544529118
41270,844194,2023-10-26,2023-11-07,Royal Mail,DtO001160792
22706,625782,2023-06-18,2023-07-01,UPS,xXX523916210
90472,907847,2022-05-23,2022-05-24,USPS,lJz637033778
83907,630592,2023-07-16,2023-07-27,USPS,OGs887758851
84205,200040,2023-10-19,2023-10-21,UPS,uCD139658163
70246,444061,2023-09-08,2023-09-17,USPS,rFg445233979
41116,735418,2023-07-24,2023-08-02,Royal Mail,GPQ417174901
33283,574958,2023-08-15,2023-08-22,DHL,pLV932117904
27584,740885,2023-09-02,2023-09-05,DHL,rnd028933973
67950,103706,2023-08-17,2023-08-28,FedEx,tGA462224909
83591,58549,2023-09-09,2023-09-10,UPS,gtf098264810
40947,816155,2023-10-25,2023-10-29,FedEx,foR353149964
50931,925318,2023-09-28,2023-10-12,USPS,HFa900295163
67679,686464,2023-07-22,2023-07-28,USPS,wDP676947686
34053,364871,2023-03-23,2023-03-27,Royal Mail,hKE174265245
70362,149373,2023-05-26,2023-06-04,UPS,LdF745305490
36480,464273,2023-07-23,2023-07-26,DHL,ICx251547037
1341,472113,2023-01-30,2023-02-10,Royal Mail,ZSL712611977
53873,754591,2023-11-14,2023-11-19,FedEx,ITv361361517
54981,455960,2023-10-04,2023-10-17,USPS,Eqj659145800
39934,389062,2023-05-23,2023-06-03,Royal Mail,NzB054058097
53379,515673,2023-01-30,2023-02-10,Royal Mail,uwP009997490
98234,808662,2022-09-19,2022-09-28,FedEx,CTf181699840
80303,513014,2022-07-04,2022-07-13,FedEx,grx558111253
13843,515761,2023-07-31,2023-08-06,DHL,mwC832092953
73426,452015,2023-05-12,2023-05-18,UPS,GSx324499440
47593,460510,2023-06-07,2023-06-12,Royal Mail,DCF364461438
60603,726065,2023-03-25,2023-04-03,USPS,uMX802804560
39865,748219,2023-02-04,2023-02-07,UPS,scq667000405
30180,574085,2023-09-22,2023-10-04,FedEx,ibi638353491
93021,821594,2023-04-10,2023-04-17,FedEx,JkP272711376
61595,683354,2023-08-16,2023-08-17,DHL,Wan370414120
41334,615767,2023-11-09,2023-11-19,USPS,YkG085530072
44978,830551,2023-10-02,2023-10-07,UPS,lvR455826058
51327,860743,2023-11-08,2023-11-15,USPS,BSM665846673
97902,783419,2023-03-05,2023-03-10,Royal Mail,ehP628267708
75755,759643,2022-12-23,2022-12-30,UPS,ylx796866269
3882,816155,2023-11-05,2023-11-06,FedEx,COG112787162
73221,453579,2023-10-06,2023-10-11,USPS,qSG651238222
50453,286803,2023-05-31,2023-06-14,DHL,GYK012683477
62096,146338,2023-03-28,2023-04-03,FedEx,quI502014451
97109,337789,2023-04-24,2023-04-26,Royal Mail,Wuv728161246
539,519252,2023-10-22,2023-10-25,UPS,PtE485791005
87948,538671,2023-04-23,2023-05-01,FedEx,xLd876211806
94813,477830,2023-01-19,2023-01-29,FedEx,kKl147880276
74740,156520,2023-06-10,2023-06-19,Royal Mail,zEj477316559
92226,726812,2023-06-10,2023-06-24,DHL,jAn350176023
48762,535250,2023-05-05,2023-05-07,DHL,DVQ973052240
13591,246391,2023-02-04,2023-02-06,Royal Mail,yFy381951321
68915,982434,2023-10-13,2023-10-20,Royal Mail,JRU334778275
29589,29209,2023-03-26,2023-03-29,UPS,Oiz007756260
20480,988784,2023-01-23,2023-01-27,USPS,ivp042188359
91516,647438,2023-01-09,2023-01-15,FedEx,GST858728762
95685,538378,2022-08-24,2022-09-04,FedEx,yuD501453936
31306,648860,2023-03-05,2023-03-10,UPS,dJb942663476
68484,958147,2023-03-24,2023-04-04,DHL,LyP426434438
43284,196142,2023-01-17,2023-01-21,USPS,jQj113552919
8639,348928,2022-12-13,2022-12-23,Royal Mail,xus609128374
36031,385118,2023-07-04,2023-07-12,DHL,CQE776638693
68757,88374,2023-10-05,2023-10-18,Royal Mail,SPe351062890
54533,708175,2023-11-12,2023-11-18,FedEx,kFD864208719
6236,268657,2022-05-10,2022-05-18,USPS,GuO140382641
26857,537555,2023-06-28,2023-07-11,FedEx,wGF888566185
25048,560556,2023-10-25,2023-10-30,FedEx,KzB622772996
82115,501493,2023-10-18,2023-10-21,USPS,VLO795658061
69096,644506,2023-09-12,2023-09-22,UPS,yuK771069027
12119,580686,2023-04-25,2023-05-04,FedEx,VDL681133147
68130,250355,2023-10-18,2023-10-22,USPS,qEg934460379
62091,114945,2023-06-27,2023-06-30,USPS,HnD843707105
3128,274905,2022-11-23,2022-12-02,FedEx,RVK473341310
62022,828867,2023-05-06,2023-05-10,DHL,LDY079662004
82539,501308,2023-01-21,2023-01-29,DHL,PZV815583591
99013,668725,2023-06-10,2023-06-19,USPS,Azc390738255
33437,299073,2023-09-11,2023-09-18,USPS,IeC036263342
96360,154269,2022-04-08,2022-04-10,USPS,bjI569680565
9971,646895,2023-09-18,2023-10-01,FedEx,LcM525208616
93889,942129,2023-04-27,2023-04-28,Royal Mail,imH937157336
26898,729260,2022-11-19,2022-12-02,DHL,PAP829045666
94735,417510,2023-10-25,2023-11-04,DHL,nGb033845377
76111,2325,2023-08-11,2023-08-22,FedEx,Fgk527195710
80917,453579,2023-11-14,2023-11-17,DHL,jxR673298187
56486,552504,2023-03-31,2023-04-05,Royal Mail,BdT874351552
85775,571580,2023-09-18,2023-10-01,Royal Mail,xXl421776068
16672,262161,2023-10-17,2023-10-30,Royal Mail,WXs159487094
61118,248588,2023-06-01,2023-06-06,UPS,lAC118438346
26495,824378,2023-01-14,2023-01-21,USPS,jgG019852833
87512,872860,2023-08-07,2023-08-17,FedEx,YSY802827988
82970,287627,2023-07-06,2023-07-18,FedEx,jQL214158904
93358,453748,2022-11-02,2022-11-14,USPS,TIN285625960
28158,110860,2023-01-20,2023-02-01,UPS,qfA537470627
380,710897,2023-07-09,2023-07-23,FedEx,RaH691176559
6317,515673,2023-08-18,2023-08-19,USPS,PDk213430565
12451,94205,2023-06-22,2023-07-06,UPS,Mic530989683
63727,778810,2023-08-07,2023-08-18,DHL,yEg286365695
10424,956157,2023-10-26,2023-11-06,UPS,cLH718455603
33353,87858,2023-06-08,2023-06-14,DHL,VcZ849489942
76436,480131,2023-04-05,2023-04-12,FedEx,IRM800580401
784,133666,2023-03-30,2023-04-12,FedEx,deK654982943
66996,420901,2023-09-30,2023-10-11,DHL,xZd362316205
626,895844,2023-11-08,2023-11-10,Royal Mail,ncq630267148
82379,19780,2023-11-16,2023-11-20,DHL,OJg067214311
7005,367829,2023-08-26,2023-08-29,UPS,mdu316362516
51107,664944,2022-09-10,2022-09-24,FedEx,zfJ736783856
50117,70147,2023-09-11,2023-09-24,FedEx,hBY966496470
