PaymentID,OrderID,Amount,PaymentDate,PaymentMethod
64545,490348,1499.75,2023-09-23,Gift Card
77966,515761,4733.06,2023-08-16,PayPal
58313,138909,639.9,2022-11-02,Gift Card
70194,423736,4877.84,2023-11-11,Gift Card
19768,160040,2263.67,2022-10-15,Bank Transfer
49576,352133,4680.65,2023-10-10,PayPal
98518,848117,3897.35,2023-09-30,Debit Card
88266,987079,2724.03,2022-07-28,Gift Card
68373,475385,1267.91,2023-03-03,Gift Card
79451,756567,4652.26,2022-03-30,Debit Card
20198,774352,4786.52,2023-02-07,PayPal
20984,609909,4339.32,2023-11-13,PayPal
61687,648637,1692.13,2023-05-24,PayPal
62436,922359,1509.51,2023-10-21,Gift Card
96926,600493,1838.21,2023-06-14,Bank Transfer
56971,507424,260.2,2023-04-15,Gift Card
81872,509077,3133.27,2023-07-07,Gift Card
98778,584449,1925.96,2023-04-10,Bank Transfer
97482,6840,702.81,2023-02-13,PayPal
73287,26568,1376.23,2023-05-05,Debit Card
9523,600391,2263.46,2023-09-04,PayPal
75786,67743,2733.0,2023-11-16,Credit Card
31896,505964,3957.83,2023-07-05,Credit Card
72086,846775,3098.73,2023-09-30,Debit Card
37068,154788,179.43,2023-09-22,Debit Card
5341,206776,927.06,2023-10-31,Debit Card
75031,388206,4547.8,2022-12-22,Debit Card
87927,886022,3538.66,2022-11-09,Gift Card
38727,612148,3762.64,2022-12-15,Debit Card
91143,764431,189.7,2023-10-18,PayPal
64407,710649,1791.04,2023-06-10,Bank Transfer
72844,681411,3370.39,2023-09-07,PayPal
99601,443847,3189.1,2023-09-19,PayPal
95877,791989,2377.62,2023-03-15,Gift Card
76154,838615,4102.18,2023-10-03,Bank Transfer
77605,614975,2316.0,2023-01-13,Bank Transfer
65298,212195,582.02,2023-05-07,PayPal
98902,58684,330.7,2023-08-29,Gift Card
81553,340307,3999.99,2023-11-16,Gift Card
57674,650795,3811.04,2023-10-22,PayPal
22049,752311,1838.06,2023-11-06,Credit Card
30872,97668,3684.99,2022-09-10,Bank Transfer
27860,325269,2760.57,2023-01-20,Debit Card
37590,964554,3565.71,2023-11-08,Credit Card
56938,864736,1639.19,2023-08-14,Debit Card
33422,643399,84.34,2023-09-09,Credit Card
87399,899036,1838.56,2023-08-12,Gift Card
35709,339413,3388.8,2023-10-23,Bank Transfer
22352,58994,3995.64,2023-09-07,Debit Card
53437,947534,4816.82,2023-03-27,Credit Card
25491,191518,1648.42,2022-11-26,PayPal
80888,120967,4037.8,2022-12-05,Gift Card
90124,643397,1236.23,2023-05-26,Gift Card
49033,720348,380.72,2023-11-13,Debit Card
86946,88171,90.06,2022-11-19,Credit Card
44456,243489,4330.14,2023-11-05,Debit Card
62556,670638,2077.58,2023-10-05,Bank Transfer
15765,800015,2325.49,2023-10-21,Credit Card
54417,145755,3850.5,2023-08-30,Credit Card
69398,78887,3385.16,2023-10-24,Debit Card
56895,17161,2361.97,2023-04-30,Debit Card
98025,434124,314.93,2022-06-24,PayPal
96719,235515,1755.38,2023-11-11,Credit Card
1541,760484,3052.05,2023-09-28,Debit Card
6185,807615,719.67,2022-06-17,PayPal
52518,806169,2703.67,2023-03-30,Credit Card
27661,237727,4218.55,2022-12-26,Debit Card
67409,422932,301.97,2023-05-31,Debit Card
26611,628048,1086.81,2022-05-24,Debit Card
92088,234123,4560.56,2023-07-03,Credit Card
29702,372794,4066.41,2022-08-31,PayPal
64406,239557,1426.87,2023-02-28,Debit Card
7073,769093,2107.7,2023-11-02,Credit Card
51067,43340,2992.72,2023-01-02,Bank Transfer
55625,956594,4567.63,2023-10-19,Credit Card
6705,832219,1896.45,2022-09-30,Gift Card
68563,122080,4574.91,2023-06-02,Bank Transfer
85778,298331,3767.74,2023-11-02,Debit Card
79560,945433,3812.9,2023-09-02,Debit Card
2001,899132,2023.78,2022-10-30,PayPal
63088,207589,2591.53,2023-10-01,PayPal
25422,158351,981.57,2022-01-25,Credit Card
84947,270589,4910.96,2023-06-02,Bank Transfer
31945,685853,2492.78,2023-10-21,Credit Card
51838,103333,3907.94,2022-09-15,Debit Card
51004,994826,3211.98,2023-10-17,Credit Card
76541,457772,876.87,2023-06-21,Gift Card
88481,729240,3975.12,2022-10-27,Credit Card
40960,763368,564.02,2023-10-02,Bank Transfer
38218,450994,3011.68,2023-11-02,Gift Card
93102,409685,3410.14,2023-05-10,Bank Transfer
42225,23483,2682.6,2023-07-21,Gift Card
57069,11080,901.16,2023-06-11,Debit Card
82689,97611,3655.2,2023-08-21,Credit Card
90447,892950,539.5,2023-08-17,Debit Card
40412,265560,3650.03,2022-10-31,Gift Card
4456,155540,3201.94,2023-09-06,PayPal
3303,456476,4922.93,2023-07-03,PayPal
89432,103597,4676.29,2023-11-08,PayPal
54317,961713,4450.71,2022-08-06,PayPal
16333,309438,923.67,2023-11-11,Gift Card
41000,179161,1550.96,2023-09-27,PayPal
66979,920091,1488.58,2023-05-22,Bank Transfer
93126,512390,2225.54,2023-02-10,Credit Card
47700,454495,2816.22,2023-08-10,Credit Card
70409,351600,4213.62,2022-06-02,Gift Card
60529,174078,822.23,2023-01-22,Bank Transfer
88586,655481,1608.67,2023-06-18,Gift Card
17067,255280,2574.53,2023-08-15,Debit Card
29972,555143,1038.47,2023-10-26,Credit Card
51941,512012,2660.96,2022-05-17,Gift Card
27495,340307,3999.99,2023-06-11,PayPal
1749,399274,1636.11,2023-06-25,Credit Card
87408,6370,1790.81,2023-10-15,Credit Card
58090,879986,1628.49,2023-03-09,Bank Transfer
82324,213273,3712.02,2023-09-25,Bank Transfer
9622,287207,2998.25,2023-03-15,Bank Transfer
37633,538600,4842.18,2023-10-11,Bank Transfer
19160,974002,2646.84,2023-08-18,PayPal
47039,649523,885.68,2023-01-16,PayPal
67922,818148,4473.52,2022-07-22,PayPal
70169,160130,733.34,2023-08-13,Debit Card
55714,718598,1993.5,2023-06-02,Bank Transfer
32655,783903,4480.61,2023-08-02,Credit Card
94481,448393,365.66,2023-10-17,Credit Card
29524,671298,864.66,2023-03-19,Gift Card
46519,612148,3762.64,2023-11-05,PayPal
45845,381326,3773.5,2023-09-07,Bank Transfer
54336,828765,4630.8,2023-03-07,Gift Card
58209,962337,1983.83,2022-07-18,Credit Card
13059,529958,905.48,2023-10-05,PayPal
33123,466124,3597.7,2022-10-19,PayPal
59647,993445,4521.54,2023-04-21,Credit Card
70208,2165,3698.58,2023-08-12,Credit Card
35748,274645,4518.43,2023-10-31,PayPal
55896,631739,3652.56,2023-10-30,Bank Transfer
37161,373505,3042.71,2023-02-22,PayPal
30673,428501,2303.14,2023-09-05,Bank Transfer
39029,931153,4702.32,2023-10-29,Debit Card
69341,26050,1184.76,2023-05-16,Bank Transfer
4373,992572,1327.92,2023-07-10,Debit Card
98123,970577,142.99,2023-05-30,Credit Card
34833,850560,4826.39,2023-07-05,Gift Card
14988,338555,1368.69,2023-04-02,Bank Transfer
78328,739142,3286.48,2023-01-27,Bank Transfer
17105,35758,2971.49,2023-10-06,Credit Card
58346,517835,4349.76,2023-10-10,PayPal
8666,941634,1698.6,2023-02-06,Gift Card
46582,482876,521.73,2022-12-17,Debit Card
26965,456670,4821.76,2023-03-14,Debit Card
26901,768674,4399.04,2023-10-25,PayPal
60993,782578,1476.81,2022-12-07,PayPal
5731,869241,2459.01,2023-09-26,PayPal
78623,490684,4352.84,2023-11-03,Credit Card
31871,191300,3931.97,2022-12-17,Bank Transfer
47893,558599,4882.22,2023-09-28,Gift Card
21943,180590,3772.32,2023-09-23,Bank Transfer
28948,838914,616.87,2023-03-14,Bank Transfer
57107,783318,4454.03,2023-11-15,Credit Card
73087,521798,2696.42,2023-11-11,Gift Card
23488,368096,3645.08,2023-09-09,PayPal
93339,159563,2290.95,2023-05-09,Gift Card
3816,193377,1576.08,2023-06-09,Debit Card
98363,104795,4830.12,2023-08-02,Credit Card
90857,628256,4278.53,2023-01-29,Bank Transfer
97961,58281,1813.24,2022-12-29,Debit Card
245,364322,1403.55,2023-10-09,Credit Card
32420,199025,2223.86,2022-10-02,PayPal
8892,410062,1488.78,2023-10-10,Bank Transfer
29506,842268,4209.85,2023-08-06,Bank Transfer
42204,835801,3865.58,2023-11-08,Debit Card
55774,68173,3251.82,2023-07-31,Gift Card
17852,253805,2492.56,2023-05-24,PayPal
45099,253884,2722.91,2022-08-20,Bank Transfer
63599,516375,4043.13,2023-06-23,Bank Transfer
70047,132356,4142.35,2023-04-28,Debit Card
53942,671655,1703.66,2022-09-20,Credit Card
89721,158099,1121.01,2023-05-10,Credit Card
94934,310988,3484.59,2023-06-03,Credit Card
17778,850273,1635.82,2022-09-03,Debit Card
41948,341729,1518.13,2023-06-15,Gift Card
74026,233472,1863.5,2022-07-26,PayPal
45127,782751,1964.22,2023-02-15,Bank Transfer
65819,189200,2261.88,2023-06-30,Bank Transfer
86555,138080,2387.58,2022-10-22,Gift Card
86665,957741,3110.38,2022-09-17,Gift Card
15603,379180,340.77,2023-08-18,Debit Card
72037,883734,776.2,2023-07-01,Gift Card
27165,997187,498.6,2023-02-28,Bank Transfer
9444,254636,3166.65,2023-10-06,Gift Card
85311,619399,4661.78,2023-11-02,Bank Transfer
80645,746234,470.74,2023-09-07,Bank Transfer
59478,297300,3055.33,2023-08-07,PayPal
88448,613467,2142.97,2023-07-03,Credit Card
65202,906924,4745.67,2023-05-04,Gift Card
99034,311546,2092.62,2023-10-29,Credit Card
35534,397857,4991.44,2023-11-05,Debit Card
63652,377961,2831.13,2023-05-01,Debit Card
86490,373043,4534.82,2023-10-14,Credit Card
81732,276551,1385.58,2023-10-27,Debit Card
72471,381494,4512.53,2023-04-22,Debit Card
32193,342855,2967.99,2023-05-12,Gift Card
35460,414033,4904.3,2023-06-10,Bank Transfer
91983,50350,2989.76,2023-09-23,Debit Card
90569,671782,1912.89,2023-10-04,Bank Transfer
48980,254804,4759.63,2023-01-10,Debit Card
36207,12209,4456.85,2023-11-06,Bank Transfer
12173,601686,579.87,2022-08-22,Bank Transfer
15387,281027,4967.21,2022-11-19,Gift Card
21424,993018,3655.03,2023-05-16,Gift Card
14484,882684,3936.74,2023-08-27,PayPal
54614,263314,4822.16,2023-10-31,Bank Transfer
92705,209827,4162.25,2023-08-25,Gift Card
75070,442172,4754.07,2023-01-07,Bank Transfer
41281,820545,1841.12,2023-09-27,Debit Card
78462,403058,4087.94,2023-11-16,Bank Transfer
3295,449886,3121.48,2023-10-27,Bank Transfer
26555,596502,4592.11,2023-11-09,Bank Transfer
53424,674689,301.18,2023-09-14,Bank Transfer
37094,797262,2944.67,2023-04-13,Credit Card
77527,32992,3555.32,2022-11-17,Gift Card
55505,439475,974.93,2022-10-18,Debit Card
85405,826854,4802.34,2023-10-11,Gift Card
34939,410345,3669.09,2023-04-17,PayPal
59410,537679,3306.67,2023-09-15,Gift Card
76331,441373,858.43,2023-07-03,PayPal
61386,261876,1478.18,2023-08-06,Bank Transfer
97103,191017,172.23,2023-11-05,PayPal
85671,732330,1909.14,2023-04-17,Bank Transfer
77813,361630,861.65,2023-03-26,Debit Card
26876,483937,2709.56,2022-06-26,PayPal
38503,868942,367.07,2023-09-17,PayPal
24645,377422,3161.96,2022-09-14,Debit Card
66755,445699,1817.76,2023-06-08,Bank Transfer
68051,108484,1265.64,2023-09-08,Credit Card
74811,167088,3910.76,2023-04-15,Credit Card
14243,467077,2558.93,2023-11-08,Debit Card
34075,165914,1331.47,2022-05-15,Debit Card
24183,36643,782.71,2022-11-06,PayPal
44522,924397,3127.19,2023-02-16,PayPal
2564,548338,220.79,2023-11-09,Bank Transfer
23554,650566,2255.59,2023-09-13,Bank Transfer
73620,650009,3438.33,2022-04-14,Bank Transfer
94649,564158,1102.9,2023-02-25,Credit Card
46423,383989,4359.3,2022-10-27,Debit Card
75694,498975,2927.29,2021-12-30,PayPal
94948,443382,4537.57,2023-06-09,PayPal
17230,607419,850.39,2023-07-31,Credit Card
48778,228077,4257.73,2023-09-22,PayPal
34106,583056,2792.68,2023-10-24,PayPal
79621,535228,478.83,2023-11-11,PayPal
64839,430099,2959.41,2022-12-24,Gift Card
96402,141795,4828.76,2022-09-03,PayPal
77749,745116,300.73,2023-10-26,Credit Card
52784,158847,1846.65,2023-01-08,Debit Card
43777,510023,1887.41,2022-08-07,PayPal
94761,362816,671.17,2023-02-25,Bank Transfer
9469,194939,2814.44,2023-06-24,Debit Card
79728,320808,3388.88,2023-11-09,Gift Card
78747,57875,2767.41,2023-11-15,Bank Transfer
68369,834353,3068.57,2023-04-03,Gift Card
69040,439557,3733.35,2023-10-27,PayPal
66022,11060,634.9,2023-10-03,PayPal
21919,63100,522.46,2023-01-08,Bank Transfer
53282,188844,379.34,2023-04-09,Credit Card
11405,506702,2650.47,2023-06-16,Debit Card
33016,659092,199.25,2023-10-19,Gift Card
30496,499458,3575.6,2023-11-15,Credit Card
15238,37058,3615.25,2023-10-14,PayPal
19781,483950,4901.97,2023-08-06,Credit Card
11456,216579,2074.55,2023-10-19,Debit Card
15244,776894,961.16,2023-09-07,Gift Card
69078,199401,2060.14,2023-08-01,Debit Card
40970,549546,3330.3,2023-08-21,Credit Card
69152,287367,4771.59,2023-10-11,PayPal
48201,480412,238.74,2023-11-15,Debit Card
3118,102939,2401.32,2023-10-28,Credit Card
71961,326096,3025.62,2023-04-25,Gift Card
55136,184477,944.89,2023-10-27,Gift Card
65807,70156,2815.1,2023-08-03,Bank Transfer
45711,395833,4492.15,2022-07-20,Gift Card
93540,638392,487.03,2023-03-26,Debit Card
15012,288589,3003.69,2023-08-26,Bank Transfer
85147,568041,288.88,2023-09-10,PayPal
8948,1108,4809.21,2023-10-21,Gift Card
20580,253805,2492.56,2023-09-22,Credit Card
38251,819522,3404.4,2022-07-24,Gift Card
34471,660318,4438.95,2023-04-03,Bank Transfer
87660,828044,3311.22,2023-10-30,Bank Transfer
40233,363342,1259.62,2023-10-26,PayPal
25578,430044,197.23,2023-10-02,PayPal
30424,674077,910.76,2023-11-15,Bank Transfer
73192,615114,3627.62,2023-10-28,Gift Card
79601,348219,575.16,2022-10-03,PayPal
90554,140170,4076.04,2023-06-20,Bank Transfer
220,308822,4724.62,2023-10-04,PayPal
94758,782684,2267.4,2023-10-26,PayPal
2208,877903,908.38,2023-03-31,PayPal
6070,775723,2181.22,2023-10-12,Gift Card
65464,666671,2336.65,2023-10-27,PayPal
30268,713359,721.03,2022-07-17,Credit Card
10018,328908,238.43,2022-11-26,Debit Card
45559,442800,4789.27,2022-09-15,Credit Card
12996,815986,344.89,2023-10-10,Gift Card
55658,421044,1613.43,2022-11-15,Gift Card
76651,894324,502.21,2022-07-24,PayPal
50502,729935,2446.27,2023-11-10,PayPal
49490,102456,3431.77,2022-11-01,Credit Card
86017,666261,4998.15,2022-09-13,Bank Transfer
84660,800189,271.63,2023-11-05,PayPal
77685,584005,3817.53,2023-10-10,PayPal
50981,791383,290.45,2023-11-12,Credit Card
25823,6388,1878.55,2023-11-02,Debit Card
82453,699273,2142.79,2022-11-30,Debit Card
83677,201368,1267.67,2023-04-02,Credit Card
78106,102939,2401.32,2022-06-29,Bank Transfer
73158,537015,2154.53,2023-04-02,PayPal
41287,266437,4587.67,2023-08-14,Debit Card
71766,597115,3233.67,2023-08-27,Bank Transfer
59071,251720,1367.11,2023-08-05,Bank Transfer
2163,844566,2443.49,2022-10-21,Credit Card
15528,386820,1344.3,2022-04-16,Gift Card
11936,121174,1176.38,2022-12-10,Debit Card
67653,576329,2592.91,2023-04-16,Debit Card
51258,60350,3875.37,2022-08-11,Credit Card
9524,685982,2979.55,2023-04-19,PayPal
6957,494420,2338.12,2023-02-07,Gift Card
74936,893181,3211.48,2023-07-01,Gift Card
34089,926563,2051.11,2023-06-16,PayPal
82548,518290,65.31,2023-07-29,Credit Card
34349,704514,3708.28,2022-09-08,Bank Transfer
73209,426521,2080.72,2023-11-15,Debit Card
26859,583553,323.52,2023-06-30,Debit Card
7258,883959,3730.71,2023-02-06,Bank Transfer
6807,72899,2724.06,2023-09-27,Debit Card
24895,917450,1298.94,2023-07-04,Debit Card
5565,279261,3315.07,2022-11-30,Bank Transfer
27889,645583,2233.05,2023-10-22,Debit Card
16941,285371,2702.29,2023-11-05,Debit Card
40286,342306,3512.47,2023-04-29,Debit Card
39017,803404,1558.61,2023-02-02,Credit Card
99556,853901,4901.52,2023-10-10,Debit Card
85919,947888,3406.1,2022-09-15,Gift Card
99289,569577,3479.18,2022-08-06,Gift Card
5586,610078,3174.3,2023-07-16,Gift Card
60795,451293,2077.37,2022-05-04,PayPal
58947,840817,1097.39,2022-12-20,PayPal
43854,662268,4837.95,2023-08-09,Debit Card
61693,776801,4237.79,2023-08-21,Credit Card
49084,610846,824.93,2023-10-18,Gift Card
46968,785889,4671.35,2023-07-14,Credit Card
10337,454318,3954.05,2022-09-10,PayPal
86596,167197,938.56,2023-11-06,PayPal
16748,22718,442.51,2023-07-02,Gift Card
18462,24271,1204.28,2022-06-15,Debit Card
39851,649278,1943.26,2023-09-29,Gift Card
39617,932777,1769.51,2022-10-12,Debit Card
77422,886618,4452.05,2023-10-30,PayPal
35175,527713,181.38,2023-09-09,Bank Transfer
57931,233135,3169.59,2023-02-02,Credit Card
82743,125622,4604.69,2023-06-16,Gift Card
39076,393380,948.64,2023-10-12,Credit Card
49141,434094,771.97,2023-03-19,Gift Card
51737,525539,2458.79,2023-06-28,Credit Card
21971,501067,2041.41,2023-01-09,Credit Card
45532,820585,2285.68,2023-09-24,Gift Card
81140,65088,4906.26,2023-10-03,PayPal
48873,310435,4304.52,2023-11-11,Bank Transfer
48626,578667,3988.62,2023-08-21,Bank Transfer
85547,94564,4484.14,2023-04-11,Credit Card
19201,462339,1567.09,2023-10-22,Debit Card
19712,668354,2516.03,2022-08-04,Gift Card
72993,344411,2853.9,2022-11-16,PayPal
98888,78602,3685.38,2023-08-09,Bank Transfer
51463,821616,1875.52,2023-06-04,PayPal
35380,476137,4571.13,2023-08-20,Gift Card
68362,330570,3630.19,2023-09-20,PayPal
73073,880501,4863.72,2023-02-21,Credit Card
51475,113545,403.68,2023-10-30,PayPal
22517,134162,1277.7,2022-06-14,PayPal
640,25525,4963.12,2023-10-29,Credit Card
98676,816277,2283.93,2023-06-14,PayPal
54105,350616,544.68,2023-08-11,Debit Card
46505,634183,1720.62,2023-09-10,Credit Card
91833,889920,3684.34,2022-08-23,Gift Card
68556,394032,2601.38,2023-09-27,PayPal
47492,696455,529.02,2023-09-21,Bank Transfer
69423,9464,2136.32,2023-04-12,Credit Card
44694,514324,1624.58,2023-05-23,Gift Card
52121,851156,3978.88,2023-10-16,Bank Transfer
66764,281588,4526.88,2023-05-14,PayPal
31049,636841,3336.46,2023-06-05,Gift Card
29973,208736,1398.12,2023-10-03,Gift Card
52928,270273,889.47,2023-06-24,Bank Transfer
86955,398629,4975.12,2023-09-29,Bank Transfer
84476,785339,3404.37,2023-02-01,PayPal
48341,532261,1094.2,2023-08-22,Debit Card
55448,72169,2977.44,2023-01-09,Gift Card
86133,978199,4841.6,2023-10-26,Bank Transfer
8672,444436,4050.42,2023-10-16,Bank Transfer
18003,355422,2321.88,2023-10-25,Bank Transfer
22920,489369,3015.0,2023-09-13,PayPal
85494,781197,3829.0,2023-06-28,Gift Card
43939,304687,795.23,2023-07-23,Debit Card
41981,248006,2137.46,2023-10-16,Bank Transfer
86796,3635,3766.72,2022-02-01,Credit Card
57589,943325,4426.02,2023-08-20,Credit Card
29417,492421,4833.57,2023-10-15,Bank Transfer
31422,688440,4493.84,2023-10-27,Bank Transfer
39397,574693,3246.87,2022-05-10,Debit Card
22062,672309,650.65,2023-10-07,Debit Card
22178,355149,1384.19,2023-09-05,Gift Card
78427,148207,366.1,2023-01-21,Credit Card
68345,149915,604.07,2022-07-17,Credit Card
15420,560463,1380.43,2022-09-04,PayPal
7576,743563,1855.41,2023-03-21,Debit Card
58965,147978,3355.92,2023-02-12,Gift Card
10601,933650,2067.32,2023-08-02,Gift Card
5475,202022,258.07,2022-11-18,Bank Transfer
33741,708401,4278.34,2023-06-28,Bank Transfer
69395,437450,2317.19,2023-04-17,Debit Card
38376,480720,2789.67,2023-05-19,Credit Card
19162,312657,1658.17,2023-07-18,Gift Card
57891,966332,424.83,2023-04-10,Gift Card
38967,77434,2033.31,2022-11-30,Credit Card
14927,860517,2378.25,2023-09-04,Gift Card
60634,441481,3705.39,2023-05-15,Debit Card
2359,6704,2273.86,2023-10-28,PayPal
31662,834176,2675.68,2023-03-13,Bank Transfer
87216,628850,2014.46,2023-11-04,Debit Card
25874,144089,2515.01,2022-05-27,Debit Card
7531,65862,1654.0,2023-10-18,Debit Card
23895,690952,829.3,2023-11-09,Gift Card
23252,407121,4967.82,2023-04-17,Gift Card
93331,979369,2733.69,2023-05-20,PayPal
51366,259451,250.09,2023-11-06,Bank Transfer
62746,946934,4386.57,2023-09-17,Credit Card
53347,986765,1081.2,2023-02-24,PayPal
91958,991439,3625.19,2023-10-11,Credit Card
29097,610655,3080.34,2023-04-10,Gift Card
53926,383989,4359.3,2022-10-12,Gift Card
16846,303442,4364.71,2023-08-18,Debit Card
88042,565741,548.75,2023-08-19,Bank Transfer
41724,264951,3986.6,2023-08-01,PayPal
83848,813907,3225.22,2023-08-03,Gift Card
92741,461155,4485.62,2023-10-13,Credit Card
28844,76602,876.93,2023-10-01,Credit Card
74262,899427,350.72,2023-10-31,Bank Transfer
35064,816044,4534.93,2023-08-05,PayPal
71013,601201,984.5,2023-05-04,Bank Transfer
68290,912904,2576.39,2023-10-19,Bank Transfer
88609,885386,3534.23,2023-03-13,Credit Card
94847,428792,134.42,2023-11-09,Debit Card
58474,583868,4621.44,2023-11-04,Bank Transfer
19699,833789,1527.13,2023-03-05,Gift Card
73148,965364,880.12,2023-06-18,PayPal
46001,117257,2013.11,2022-10-30,Bank Transfer
69871,230546,822.04,2023-08-01,Debit Card
3671,58684,330.7,2023-06-23,PayPal
41659,337155,2273.26,2023-05-25,Gift Card
53215,960797,3936.84,2023-08-27,Gift Card
93754,548560,371.09,2023-07-23,Gift Card
9708,828112,992.62,2022-09-03,Bank Transfer
94252,887595,2030.81,2023-05-03,Bank Transfer
94746,218940,3330.29,2023-10-29,Bank Transfer
44642,830391,3466.56,2023-01-17,Debit Card
69964,207095,4744.27,2023-08-09,PayPal
10700,659364,3113.54,2023-04-27,Bank Transfer
42242,893488,2182.74,2022-08-04,Bank Transfer
79596,261964,4580.13,2022-08-02,PayPal
20815,517607,4420.41,2023-03-27,Bank Transfer
78932,661434,3326.36,2023-07-06,Gift Card
86313,909064,2160.01,2023-11-14,PayPal
2868,466808,263.61,2023-02-23,Gift Card
96362,745467,3483.16,2023-06-01,Credit Card
85854,921464,1740.76,2023-05-10,Bank Transfer
92663,958419,4462.46,2023-04-26,Bank Transfer
22196,992479,4617.54,2023-08-31,PayPal
8201,886747,4227.19,2023-11-10,Bank Transfer
51309,382253,4192.49,2023-10-30,Gift Card
94332,611479,1234.44,2022-03-07,Gift Card
85804,674696,4599.33,2022-11-20,PayPal
44308,958654,237.81,2022-12-04,Credit Card
8023,812411,1007.75,2023-05-30,Gift Card
92365,343767,3934.17,2023-05-09,Credit Card
48057,171152,270.88,2022-09-23,Bank Transfer
50087,543502,1674.78,2023-05-08,PayPal
62480,761945,1608.17,2023-10-25,Debit Card
18649,118179,4261.77,2023-05-18,Credit Card
30088,517248,2643.6,2023-10-31,Gift Card
10545,884787,4996.45,2023-07-03,Bank Transfer
90342,634943,1564.23,2022-05-12,Debit Card
38101,782313,2523.37,2022-04-21,PayPal
54123,435416,4068.8,2023-09-07,Credit Card
22314,352858,2903.29,2023-09-08,Bank Transfer
63284,651136,407.06,2022-08-17,Gift Card
1606,469971,2594.71,2023-01-25,Credit Card
686,33556,192.45,2023-09-09,Gift Card
98811,257069,562.03,2023-08-13,Credit Card
53401,421044,1613.43,2023-05-05,Debit Card
11615,336486,4246.14,2022-12-20,Credit Card
24149,555741,739.43,2023-06-11,Bank Transfer
91949,196724,2916.33,2022-09-23,Credit Card
74835,749977,2022.5,2023-11-04,PayPal
12125,32521,2107.79,2023-07-18,Debit Card
41187,517849,4611.48,2023-07-01,Gift Card
50030,163972,4330.43,2023-11-10,Gift Card
38301,228428,585.26,2023-10-04,Debit Card
24917,549356,1428.04,2023-07-04,Bank Transfer
43012,894688,4262.46,2023-08-24,Debit Card
1119,358893,115.61,2023-04-29,Credit Card
32061,126854,1798.54,2023-05-02,PayPal
25344,167495,1322.21,2023-07-17,Gift Card
62505,524200,1503.69,2023-04-30,PayPal
57501,941524,4403.33,2023-09-21,Credit Card
70910,904095,3468.99,2023-11-13,Credit Card
80643,407992,1176.2,2023-07-23,Credit Card
42127,801161,1126.3,2023-01-21,Bank Transfer
12040,890741,4576.89,2023-06-11,Gift Card
69477,992602,4897.31,2023-11-02,PayPal
7432,762833,3161.57,2023-10-17,Gift Card
78264,431865,2129.4,2023-05-09,Credit Card
38980,963311,4260.37,2023-04-03,PayPal
43257,674766,2244.19,2022-08-19,Credit Card
54967,880109,1419.66,2023-08-03,PayPal
21922,627681,4542.38,2023-08-25,Credit Card
88413,316584,3000.18,2023-11-04,Gift Card
56742,945151,400.4,2023-08-12,Bank Transfer
87266,845054,2245.34,2023-08-13,PayPal
3271,31324,1593.6,2023-06-08,Debit Card
56333,424919,139.74,2023-07-25,PayPal
44147,215766,327.73,2023-07-06,PayPal
88443,33069,2089.9,2022-08-16,Credit Card
6169,536400,3042.73,2022-06-30,PayPal
91619,256319,3072.76,2023-03-01,PayPal
40922,412096,2386.64,2022-12-08,Debit Card
98098,145790,2764.02,2023-04-19,Debit Card
71162,823477,2014.65,2023-02-15,Debit Card
95480,341599,4645.31,2023-06-30,Gift Card
74757,729906,285.47,2023-09-04,Debit Card
52254,468285,565.34,2023-09-06,PayPal
67411,41509,1020.66,2023-09-04,Bank Transfer
884,913800,1236.24,2023-03-14,Bank Transfer
49699,549790,2980.41,2023-09-26,Gift Card
79242,103106,2288.57,2023-10-17,Bank Transfer
5096,53725,1674.99,2023-07-31,PayPal
47662,225748,696.41,2023-04-30,Bank Transfer
44129,988239,755.82,2023-02-10,Credit Card
36211,559525,693.45,2023-11-13,Credit Card
54149,344893,3403.1,2023-07-08,Bank Transfer
38682,784960,257.91,2022-11-01,Debit Card
86854,976694,3960.26,2023-04-10,Gift Card
95579,261881,3260.87,2023-06-05,Credit Card
54611,633502,1790.9,2022-09-29,Gift Card
69523,978058,2197.02,2023-07-20,Bank Transfer
29408,728593,225.74,2023-01-13,Debit Card
17136,394803,2029.31,2023-09-09,Debit Card
90285,470874,2343.37,2023-07-03,Gift Card
71803,663365,4115.23,2023-04-11,Credit Card
55092,772062,387.48,2022-08-26,Credit Card
29264,714381,2018.33,2023-08-04,Bank Transfer
55064,370250,2092.38,2023-04-12,Credit Card
62521,654116,1959.92,2023-11-08,Debit Card
1810,955231,319.62,2023-07-23,Debit Card
78620,798828,2607.97,2022-05-31,Gift Card
69801,957168,4360.91,2023-09-29,PayPal
40606,150983,3631.7,2023-09-20,Bank Transfer
66881,27977,3678.27,2023-10-29,Credit Card
87281,891920,1007.98,2023-01-29,Gift Card
41563,991619,1909.68,2023-08-12,Gift Card
97014,84765,1755.65,2023-05-02,Debit Card
25402,755637,3114.9,2023-10-28,Bank Transfer
52408,746303,428.83,2023-09-12,Debit Card
6581,75402,542.82,2022-06-03,Gift Card
83309,138291,4437.36,2023-02-13,Credit Card
30167,290965,4490.23,2023-06-14,Credit Card
96857,904176,702.05,2023-10-19,Gift Card
9369,513428,1939.54,2023-04-05,Debit Card
47519,101134,2905.7,2023-09-09,Debit Card
22654,787865,4637.85,2023-03-20,Credit Card
20296,466710,4649.63,2022-10-27,PayPal
48401,242481,3526.55,2023-03-09,PayPal
